Fase,Curso,Codigo,Nota_Real,Nota_Simulada,Erro
2,Criminologia e Justiça Criminal,1000-L078,168.8,184.5,15.7
2,Proteção Civil e Gestão do Território,1000-L112,120.4,124.0,3.6
2,Estudos Orientais: Estudos Chineses e Japoneses,1000-L147,153.6,144.5,-9.1
2,Ciência de Dados,1000-L188,148.8,95.0,-53.8
2,Engenharia e Gestão de Sistemas de Informação,1000-L215,146.4,95.0,-51.4
2,Engenharia Eletrónica Industrial e Computadores,1000-L218,121.2,95.0,-26.2
2,Engenharia Aeroespacial,1000-L221,187.0,200.0,13.0
2,Engenharia de Polímeros,1000-L229,133.6,131.0,-2.6
2,Ciências da Nutrição,1101-9554,150.5,172.5,22.0
2,Arquitetura,1102-9257,190.0,200.0,10.0
2,Arquitetura Paisagista,1103-8258,140.5,158.5,18.0
2,Biologia,1103-9011,160.0,189.5,29.5
2,Bioquímica,1103-9015,172.5,174.5,2.0
2,Engenharia Agronómica,1103-9086,123.0,116.5,-6.5
2,Engenharia Física,1103-9113,144.0,173.0,29.0
2,Física,1103-9141,128.5,107.0,-21.5
2,Geologia,1103-9146,139.5,141.0,1.5
2,Matemática,1103-9209,160.5,160.5,0.0
2,Química,1103-9223,118.0,123.0,5.0
2,Matemática Aplicada,1103-9385,156.5,95.0,-61.5
2,Ciência de Computadores,1103-9696,160.0,154.5,-5.5
2,Ciências e Tecnologia do Ambiente,1103-9709,136.0,141.5,5.5
2,Engenharia Geoespacial,1103-L096,118.0,95.0,-23.0
2,Inteligência Artificial e Ciência de Dados,1103-L227,185.3,200.0,14.7
2,Economia,1104-9081,176.0,171.5,-4.5
2,Gestão,1104-9147,181.0,200.0,19.0
2,Engenharia Civil,1105-9089,131.0,95.0,-36.0
2,Engenharia de Materiais,1105-9096,142.0,153.0,11.0
2,Engenharia do Ambiente,1105-9099,145.0,142.0,-3.0
2,Engenharia e Gestão Industrial,1105-9104,191.8,200.0,8.2
2,Engenharia Mecânica,1105-9123,180.5,200.0,19.5
2,Engenharia Química,1105-9125,171.5,197.0,25.5
2,Bioengenharia,1105-9540,188.8,200.0,11.2
2,Engenharia Eletrotécnica e de Computadores,1105-L209,135.0,143.0,8.0
2,Engenharia Informática e Computação,1105-L224,183.5,200.0,16.5
2,Engenharia de Minas e Geo-Ambiente,1105-L236,118.0,123.0,5.0
2,Ciências Farmacêuticas,1106-9494,135.3,157.0,21.7
2,Arqueologia,1107-9006,149.6,162.3,12.7
2,Ciências da Comunicação,1107-9023,181.0,200.0,19.0
2,Ciências da Linguagem,1107-9040,146.8,95.0,-51.8
2,Filosofia,1107-9139,146.4,150.2,3.8
2,Geografia,1107-9143,146.6,95.0,-51.6
2,História,1107-9181,167.4,182.0,14.6
2,História da Arte,1107-9182,144.8,154.2,9.4
2,Línguas Aplicadas,1107-9192,182.0,95.0,-87.0
2,Línguas e Relações Internacionais,1107-9197,184.8,95.0,-89.8
2,"Línguas, Literaturas e Culturas",1107-9204,175.4,95.0,-80.4
2,Sociologia,1107-9240,158.6,95.0,-63.6
2,Ciência da Informação,1107-9694,149.0,146.2,-2.8
2,Literatura e Estudos Interartes,1107-L251,149.6,95.0,-54.6
2,Medicina,1108-9813,195.7,200.0,4.3
2,Ciências da Educação,1109-9026,164.5,184.8,20.3
2,Psicologia,1109-9219,186.0,200.0,14.0
2,Ciências do Meio Aquático,1110-9708,152.5,167.0,14.5
2,Medicina,1110-9813,191.8,200.0,8.2
2,Medicina Veterinária,1110-9847,175.8,195.5,19.7
2,Ciências do Desporto,1111-9707,166.0,172.0,6.0
2,Medicina Dentária,1113-9548,180.5,200.0,19.5
2,Criminologia,1114-9066,169.4,193.8,24.4
2,Direito,1114-9078,181.4,196.5,15.1
2,Engenharia Agronómica,1201-9086,126.4,114.5,-11.9
2,Engenharia Zootécnica,1201-9129,154.0,136.0,-18.0
2,Enologia,1201-9752,111.9,122.0,10.1
2,Medicina Veterinária,1201-9847,171.0,190.0,19.0
2,Engenharia e Biotecnologia Florestal,1201-L237,146.7,129.0,-17.7
2,Animação Sociocultural,1202-9005,136.3,119.0,-17.3
2,Ciências da Comunicação,1202-9023,152.2,95.0,-57.2
2,Economia,1202-9081,145.4,95.0,-50.4
2,Gestão,1202-9147,161.3,157.0,-4.3
2,Línguas e Relações Empresariais,1202-9196,152.6,95.0,-57.6
2,"Línguas, Literaturas e Culturas",1202-9204,152.1,95.0,-57.1
2,Psicologia,1202-9219,162.9,192.0,29.1
2,Serviço Social,1202-9238,154.1,142.0,-12.1
2,Turismo,1202-9254,138.5,129.5,-9.0
2,Teatro e Artes Performativas,1202-9803,132.7,124.2,-8.5
2,Educação Básica,1202-9853,141.9,139.5,-2.4
2,Comunicação e Multimédia,1203-9052,143.5,135.0,-8.5
2,Engenharia Civil,1203-9089,126.8,124.0,-2.8
2,Engenharia e Gestão Industrial,1203-9104,128.4,129.0,0.6
2,Engenharia Física,1203-9113,129.8,136.0,6.2
2,Engenharia Informática,1203-9119,142.9,95.0,-47.9
2,Engenharia Mecânica,1203-9123,153.2,132.5,-20.7
2,Engenharia Biomédica,1203-9455,168.1,150.5,-17.6
2,Matemática Aplicada e Ciência de Dados,1203-L193,133.2,95.0,-38.2
2,Engenharia Eletrotécnica e de Computadores,1203-L209,113.7,128.0,14.3
2,Design Sustentável,1203-L253,130.9,118.5,-12.4
2,Biologia,1204-9011,148.8,162.5,13.7
2,Biologia e Geologia,1204-9012,147.2,140.0,-7.2
2,Bioquímica,1204-9015,129.5,142.0,12.5
2,Ciências do Ambiente,1204-9379,130.1,142.0,11.9
2,Bioengenharia,1204-9540,132.0,95.0,-37.0
2,Ciências da Nutrição,1204-9554,139.0,145.0,6.0
2,Ciências do Desporto,1204-9707,147.2,140.5,-6.7
2,Genética e Biotecnologia,1204-9761,146.6,149.0,2.4
2,Design,1306-9069,149.6,95.0,-54.6
2,Línguas e Relações Empresariais,1306-9196,145.9,140.5,-5.4
2,Psicologia,1306-9219,159.5,168.5,9.0
2,"Comunicação, Cultura e Organizações",1306-9720,149.9,117.5,-32.4
2,Artes Visuais,1306-9817,126.1,95.0,-31.1
2,Estudos de Cultura,1306-L150,114.3,122.0,7.7
2,Bioquímica,1307-9015,124.8,108.5,-16.3
2,Engenharia Civil,1307-9089,129.2,95.0,-34.2
2,Engenharia Eletrónica e Telecomunicações,1307-9107,153.1,95.0,-58.1
2,Engenharia Informática,1307-9119,187.8,95.0,-92.8
2,Matemática,1307-9209,112.7,95.0,-17.7
2,Engenharia de Computadores,1307-L208,,101.5,
2,Ciências da Educação,1308-9026,143.2,124.2,-19.0
2,Economia,1308-9081,118.0,95.0,-23.0
2,Gestão,1308-9147,145.6,138.0,-7.6
2,Educação Física e Desporto,1308-9736,,145.0,
2,Educação Básica,1308-9853,115.6,105.5,-10.1
2,Ciclo Básico de Medicina,1309-8083,184.0,200.0,16.0
2,Biologia,1309-9011,139.3,136.0,-3.3
2,Enfermagem,1320-9500,146.8,164.5,17.7
2,Direção e Gestão Hoteleira,1321-9076,138.8,121.0,-17.8
2,Design,1501-9069,176.0,200.0,24.0
2,Design de Moda,1501-9071,175.0,200.0,25.0
2,Arquitetura,1501-9257,171.5,200.0,28.5
2,Desenho,1502-8399,187.0,164.5,-22.5
2,Design de Comunicação,1502-9070,179.0,159.5,-19.5
2,Design de Equipamento,1502-9072,167.5,159.5,-8.0
2,Escultura,1502-9754,166.0,154.5,-11.5
2,Pintura,1502-9790,180.5,159.0,-21.5
2,Arte Multimédia,1502-9904,175.0,163.0,-12.0
2,Ciências da Arte e do Património,1502-L010,162.5,95.0,-67.5
2,Biologia,1503-9011,165.5,168.0,2.5
2,Bioquímica,1503-9015,153.8,164.5,10.7
2,Engenharia Física,1503-9113,173.3,174.5,1.2
2,Engenharia Informática,1503-9119,170.5,158.0,-12.5
2,Física,1503-9141,142.3,178.0,35.7
2,Geologia,1503-9146,137.5,142.5,5.0
2,Matemática,1503-9209,161.5,158.0,-3.5
2,"Meteorologia, Oceanografia e Geofísica",1503-9212,140.5,127.5,-13.0
2,Química,1503-9223,144.8,141.5,-3.3
2,Química Tecnológica,1503-9226,129.5,139.5,10.0
2,Estatística Aplicada,1503-9381,154.0,145.0,-9.0
2,Matemática Aplicada,1503-9385,170.5,162.5,-8.0
2,Tecnologias de Informação,1503-L079,157.0,151.0,-6.0
2,Engenharia Geoespacial,1503-L096,111.3,112.0,0.7
2,Engenharia Biomédica e Biofísica,1503-L204,154.0,174.5,20.5
2,Engenharia da Energia e Ambiente,1503-L214,116.3,130.0,13.7
2,Direito (regime pós-laboral),1504-8358,156.5,165.8,9.3
2,Direito,1504-9078,162.3,188.8,26.5
2,Ciências Farmacêuticas,1505-9494,150.5,182.0,31.5
2,"Estudos Artísticos, variante de Artes do Espetáculo",1506-8104,167.0,189.5,22.5
2,Artes e Humanidades,1506-8413,143.0,146.0,3.0
2,Estudos Gerais,1506-8458,150.5,161.0,10.5
2,Arqueologia,1506-9006,144.0,140.5,-3.5
2,Ciências da Linguagem,1506-9040,139.5,143.5,4.0
2,Estudos Africanos,1506-9131,141.0,136.0,-5.0
2,Estudos Clássicos,1506-9133,143.5,141.5,-2.0
2,Estudos Europeus,1506-9135,153.0,167.0,14.0
2,Filosofia,1506-9139,144.0,161.0,17.0
2,História,1506-9181,167.5,181.5,14.0
2,História da Arte,1506-9182,144.5,151.0,6.5
2,"Línguas, Literaturas e Culturas",1506-9204,158.0,182.0,24.0
2,Tradução,1506-9252,152.5,155.0,2.5
2,Estudos Asiáticos,1506-9914,165.5,148.5,-17.0
2,Estudos Portugueses,1506-9917,146.0,145.8,-0.2
2,Estudos Comparatistas,1506-L097,140.5,142.5,2.0
2,Estudos de Cultura e Comunicação Intercultural,1506-L288,152.0,160.0,8.0
2,Ciências da Nutrição,1507-9554,157.0,192.5,35.5
2,Medicina,1507-9813,186.5,200.0,13.5
2,Medicina Dentária,1508-9548,182.0,200.0,18.0
2,Higiene Oral,1508-9556,146.0,166.5,20.5
2,Prótese Dentária,1508-9791,129.0,142.0,13.0
2,Medicina Veterinária,1509-9847,166.8,191.0,24.2
2,Dança,1510-9068,127.0,128.5,1.5
2,Gestão do Desporto,1510-9162,159.5,158.5,-1.0
2,Ciências do Desporto,1510-9707,145.5,142.0,-3.5
2,Reabilitação Psicomotora,1510-9841,142.5,154.0,11.5
2,Psicologia,1511-9219,164.8,192.0,27.2
2,Educação e Formação,1513-L040,141.0,142.0,1.0
2,Planeamento e Gestão do Território,1514-8411,148.5,145.0,-3.5
2,Geografia,1514-9143,136.0,136.5,0.5
2,Arquitetura Paisagista,1515-8258,149.0,162.5,13.5
2,Engenharia Florestal e dos Recursos Naturais,1515-8377,130.8,115.5,-15.3
2,Biologia,1515-9011,147.8,158.0,10.2
2,Engenharia Agronómica,1515-9086,132.3,95.0,-37.3
2,Engenharia Alimentar,1515-9087,130.0,129.0,-1.0
2,Engenharia do Ambiente,1515-9099,130.8,138.0,7.2
2,Engenharia Zootécnica,1515-9129,129.5,135.0,5.5
2,Serviço Social (regime pós-laboral),1516-8014,141.0,144.0,3.0
2,Administração Pública (regime pós-laboral),1516-8102,145.5,137.5,-8.0
2,Sociologia (regime pós-laboral),1516-8109,140.0,135.5,-4.5
2,Gestão de Recursos Humanos (regime pós-laboral),1516-8111,146.0,146.5,0.5
2,Administração Pública e Políticas do Território (regime pós-laboral),1516-8363,140.5,137.5,-3.0
2,Relações Internacionais (regime pós-laboral),1516-8364,153.0,152.0,-1.0
2,Administração Pública,1516-9002,147.0,149.0,2.0
2,Ciência Política,1516-9019,153.0,175.0,22.0
2,Ciências da Comunicação,1516-9023,172.0,182.0,10.0
2,Gestão de Recursos Humanos,1516-9157,155.0,154.0,-1.0
2,Relações Internacionais,1516-9229,163.0,181.5,18.5
2,Serviço Social,1516-9238,153.5,153.0,-0.5
2,Sociologia,1516-9240,146.0,149.5,3.5
2,Antropologia,1516-9448,137.0,138.0,1.0
2,Economia,1517-9081,162.3,158.0,-4.3
2,Gestão,1517-9147,164.5,170.0,5.5
2,Matemática Aplicada à Economia e à Gestão,1517-9210,180.5,200.0,19.5
2,Gestão (ensino em Inglês),1517-A001,167.5,200.0,32.5
2,Economia (ensino em Inglês),1517-A006,163.0,172.5,9.5
2,Finanças (ensino em inglês),1517-A013,163.0,163.5,0.5
2,Engenharia Civil,1518-9089,120.3,115.0,-5.3
2,Engenharia de Materiais,1518-9096,156.0,149.5,-6.5
2,Engenharia do Ambiente,1518-9099,127.0,150.5,23.5
2,Engenharia Informática e de Computadores,1518-9121,186.5,200.0,13.5
2,Engenharia Mecânica,1518-9123,176.3,200.0,23.7
2,Engenharia Química,1518-9125,161.3,158.0,-3.3
2,Arquitetura,1518-9257,172.3,161.5,-10.8
2,Matemática Aplicada e Computação,1518-9345,187.0,200.0,13.0
2,Engenharia Biomédica,1518-9455,183.0,200.0,17.0
2,Engenharia Biológica,1518-9474,170.5,195.0,24.5
2,Engenharia Naval e Oceânica,1518-L162,121.5,159.0,37.5
2,Engenharia Eletrotécnica e de Computadores,1518-L209,128.0,130.5,2.5
2,Engenharia Aeroespacial,1518-L221,189.0,200.0,11.0
2,Engenharia Física Tecnológica,1518-L233,188.8,200.0,11.2
2,Engenharia de Minas e Recursos Energéticos,1518-L239,127.5,125.5,-2.0
2,Engenharia de Telecomunicações e Informática,1519-9098,135.5,132.5,-3.0
2,Engenharia e Gestão Industrial,1519-9104,173.5,173.5,0.0
2,Engenharia Informática e de Computadores,1519-9121,178.5,191.0,12.5
2,Engenharia Eletrónica,1519-9912,127.3,134.0,6.7
2,Marketing (regime pós-laboral),3011-8005,146.4,141.5,-4.9
2,Contabilidade,3011-9056,142.3,136.0,-6.3
2,Finanças,3011-9140,165.6,174.0,8.4
2,Marketing,3011-9205,159.0,181.5,22.5
2,Contabilidade (regime pós-laboral),3011-9869,139.0,128.5,-10.5
2,Finanças (regime pós-laboral),3011-9888,139.2,129.0,-10.2
2,Gestão da Qualidade,3012-8405,136.6,126.5,-10.1
2,Secretariado e Comunicação Empresarial,3012-9235,151.7,132.0,-19.7
2,Gestão Comercial,3012-L021,140.4,145.5,5.1
2,Gestão Pública,3012-L140,138.6,136.5,-2.1
2,Eletrónica e Mecânica Industrial,3012-L194,111.9,131.0,19.1
2,Enfermagem,3013-9500,147.8,155.0,7.2
2,Fisioterapia,3013-9504,160.0,163.5,3.5
2,Terapia da Fala,3013-9890,142.2,145.0,2.8
2,Imagem Médica e Radioterapia,3013-L066,142.8,95.0,-47.8
2,Design de Produto e Tecnologia,3014-L138,137.7,148.5,10.8
2,Agronomia,3021-9003,103.0,105.5,2.5
2,Engenharia do Ambiente,3021-9099,,95.7,
2,Ciência e Tecnologia dos Alimentos,3021-9350,113.5,114.0,0.5
2,Audiovisual e Multimédia,3022-9010,117.2,115.5,-1.7
2,Serviço Social,3022-9238,131.3,115.8,-15.5
2,Desporto,3022-9563,134.6,128.5,-6.1
2,Educação Básica,3022-9853,130.5,114.8,-15.7
2,Engenharia Informática,3023-9119,121.4,113.8,-7.6
2,Gestão de Empresas,3023-9152,121.3,125.0,3.7
2,Solicitadoria,3023-9242,139.6,162.5,22.9
2,Turismo,3023-9254,122.8,100.0,-22.8
2,Gestão de Empresas (regime pós-laboral),3023-9994,120.8,109.0,-11.8
2,Solicitadoria (regime pós-laboral),3031-8015,146.5,141.5,-5.0
2,Contabilidade,3031-9056,152.4,157.0,4.6
2,Finanças,3031-9140,151.5,155.0,3.5
2,Gestão de Empresas,3031-9152,160.0,187.0,27.0
2,Solicitadoria,3031-9242,155.6,186.0,30.4
2,Fiscalidade,3031-9759,150.7,142.5,-8.2
2,Contabilidade (regime pós-laboral),3031-9869,144.2,135.2,-9.0
2,Fiscalidade (regime pós-laboral),3031-9990,140.9,138.0,-2.9
2,Gestão de Empresas (regime pós-laboral),3031-9994,156.1,151.5,-4.6
2,Gestão Pública,3031-L140,143.1,144.0,0.9
2,Engenharia em Desenvolvimento de Jogos Digitais,3032-8311,136.3,142.2,5.9
2,Engenharia de Sistemas Informáticos,3032-8409,168.7,142.0,-26.7
2,Engenharia de Sistemas Informáticos (regime pós-laboral),3032-8417,140.1,134.0,-6.1
2,Engenharia e Gestão Industrial,3032-9104,125.2,95.0,-30.2
2,Engenharia Eletrotécnica e de Computadores,3032-9112,135.7,117.5,-18.2
2,Engenharia Informática Médica,3032-L181,145.3,128.0,-17.3
2,Design Industrial,3033-9074,140.3,140.5,0.2
2,Design Gráfico,3033-9470,151.5,174.5,23.0
2,Design Gráfico (regime pós-laboral),3033-9873,140.2,136.5,-3.7
2,Design Audiovisual,3033-L260,139.7,139.5,-0.2
2,Gestão de Atividades Turísticas,3034-8156,136.8,132.2,-4.6
2,Gestão de Atividades Turísticas (regime pós-laboral),3034-8341,130.0,117.2,-12.8
2,Gestão Hoteleira,3034-9173,135.6,139.0,3.4
2,Enfermagem Veterinária,3041-9085,130.2,136.5,6.3
2,Engenharia Agronómica,3041-9086,,96.0,
2,Engenharia Alimentar,3041-9087,,101.0,
2,Engenharia Zootécnica,3041-9129,,98.0,
2,Enologia,3041-9752,106.1,113.5,7.4
2,Biologia e Biotecnologia,3041-L029,128.3,117.5,-10.8
2,Línguas Estrangeiras: Inglês e Espanhol,3042-8323,132.2,95.0,-37.2
2,Línguas para Relações Internacionais,3042-8374,140.2,95.5,-44.7
2,Educação Ambiental,3042-9082,117.4,126.0,8.6
2,Educação Social,3042-9084,121.5,102.5,-19.0
2,Desporto,3042-9563,102.0,121.5,19.5
2,Educação Básica,3042-9853,121.3,111.8,-9.5
2,Arte e Design,3042-9898,119.6,120.5,0.9
2,Animação e Produção Artística,3042-9933,114.7,121.5,6.8
2,Relações Lusófonas e Língua Portuguesa,3042-L088,111.3,123.5,12.2
2,Música em Contextos Comunitários,3042-L175,150.5,163.5,13.0
2,Contabilidade,3043-9056,117.6,116.0,-1.6
2,Engenharia Civil,3043-9089,,123.0,
2,Engenharia e Gestão Industrial,3043-9104,,95.0,
2,Engenharia Eletrotécnica e de Computadores,3043-9112,129.6,127.5,-2.1
2,Engenharia Informática,3043-9119,95.0,105.5,10.5
2,Engenharia Mecânica,3043-9123,,95.0,
2,Engenharia Química,3043-9125,,97.0,
2,Gestão,3043-9147,132.1,128.0,-4.1
2,Informática de Gestão,3043-9186,132.3,123.0,-9.3
2,Engenharia de Energias Renováveis,3043-9910,,100.0,
2,"Gestão de Negócios Internacionais (Curso Europeu, ensino em Inglês)",3043-A004,110.0,97.0,-13.0
2,Tecnologia Biomédica,3043-L069,112.3,117.5,5.2
2,Design de Jogos Digitais,3045-8309,111.4,101.0,-10.4
2,Gestão e Administração Pública,3045-9165,109.0,100.0,-9.0
2,Informática e Comunicações,3045-9188,,145.0,
2,Marketing,3045-9205,132.9,129.5,-3.4
2,Multimédia,3045-9213,112.6,96.2,-16.4
2,Solicitadoria,3045-9242,136.7,138.0,1.3
2,Turismo,3045-9254,104.8,110.2,5.4
2,Engenharia de Proteção Civil,3051-8397,,103.0,
2,Agronomia,3051-9003,119.9,111.0,-8.9
2,Enfermagem Veterinária,3051-9085,130.5,143.5,13.0
2,Biotecnologia Alimentar,3051-L093,115.2,114.0,-1.2
2,Serviço Social,3052-9238,149.4,96.5,-52.9
2,Secretariado,3052-9485,110.4,106.0,-4.4
2,Desporto e Atividade Física,3052-9850,135.2,119.0,-16.2
2,Educação Básica,3052-9853,114.7,95.0,-19.7
2,Engenharia das Energias Renováveis,3053-8463,,98.0,
2,Engenharia Civil,3053-9089,,101.5,
2,Engenharia e Gestão Industrial,3053-9104,,105.5,
2,Engenharia Eletrotécnica e das Telecomunicações,3053-9111,,96.0,
2,Engenharia Informática,3053-9119,115.6,118.0,2.4
2,Informática e Multimédia,3053-L275,130.5,130.0,-0.5
2,Gestão,3054-9147,111.1,96.8,-14.3
2,Solicitadoria,3054-9242,137.2,132.2,-5.0
2,Turismo,3054-9254,111.3,123.5,12.2
2,Gestão Comercial,3054-L021,120.0,112.5,-7.5
2,Design de Interiores e Equipamento,3055-9725,146.7,153.5,6.8
2,Design de Moda e Têxtil,3055-9726,148.9,159.8,10.9
2,Design de Comunicação e Audiovisual,3055-L158,139.0,119.5,-19.5
2,Biotecnologia,3061-9016,139.2,149.5,10.3
2,Enfermagem Veterinária,3061-9085,149.9,154.5,4.6
2,Ciências Florestais e Recursos Naturais,3061-L009,125.2,117.5,-7.7
2,Tecnologia Alimentar,3061-L015,129.8,115.0,-14.8
2,Tecnologia e Gestão Ambiental,3061-L024,124.8,113.5,-11.3
2,Turismo em Espaços Rurais e Naturais,3061-L178,109.7,109.0,-0.7
2,Animação Socioeducativa (regime pós-laboral),3062-8093,134.7,111.5,-23.2
2,Turismo (regime pós-laboral),3062-8114,134.1,126.0,-8.1
2,Comunicação Organizacional (regime pós-laboral),3062-8342,146.4,136.5,-9.9
2,Comunicação Social,3062-9054,154.9,165.0,10.1
2,Turismo,3062-9254,140.4,136.0,-4.4
2,Gerontologia Social,3062-9668,135.3,110.5,-24.8
2,Animação Socioeducativa,3062-9675,142.2,132.0,-10.2
2,Comunicação Organizacional,3062-9717,153.9,146.0,-7.9
2,Desporto e Lazer,3062-9731,144.2,138.0,-6.2
2,Língua Gestual Portuguesa,3062-9774,143.2,125.5,-17.7
2,Educação Básica,3062-9853,148.0,146.5,-1.5
2,Comunicação e Design Multimédia,3062-9894,157.7,164.0,6.3
2,Arte e Design,3062-9898,167.0,178.0,11.0
2,Gastronomia,3062-L095,148.4,129.5,-18.9
2,Finanças e Contabilidade,3063-8029,142.3,149.5,7.2
2,Secretariado de Direção e Administração,3063-8519,144.0,140.5,-3.5
2,Contabilidade e Auditoria,3063-9061,141.4,144.5,3.1
2,Gestão de Empresas,3063-9152,155.7,156.5,0.8
2,Informática de Gestão,3063-9186,138.9,95.0,-43.9
2,Contabilidade e Gestão Pública,3063-9722,142.8,139.5,-3.3
2,Solicitadoria e Administração,3063-9801,148.7,156.0,7.3
2,Marketing e Negócios Internacionais,3063-L023,144.3,154.5,10.2
2,Comércio e Relações Económicas Internacionais,3063-L056,142.8,145.0,2.2
2,Engenharia Civil,3064-9089,123.3,128.0,4.7
2,Engenharia e Gestão Industrial,3064-9104,141.7,145.0,3.3
2,Engenharia Eletromecânica,3064-9105,127.6,132.0,4.4
2,Engenharia Informática,3064-9119,150.3,95.0,-55.3
2,Engenharia Mecânica,3064-9123,110.5,95.0,-15.5
2,Engenharia Biomédica,3064-9455,132.4,95.0,-37.4
2,Bioengenharia,3064-9540,128.0,134.0,6.0
2,Engenharia Informática (Curso Europeu),3064-9770,141.4,137.8,-3.6
2,Engenharia Informática (regime pós-laboral),3064-9885,141.8,132.0,-9.8
2,Gestão Sustentável das Cidades,3064-L155,147.7,127.5,-20.2
2,Engenharia Eletrotécnica e de Computadores,3064-L209,123.4,122.0,-1.4
2,Contabilidade e Administração,3065-9058,125.7,130.0,4.3
2,Engenharia Informática,3065-9119,134.9,124.5,-10.4
2,Gestão,3065-9147,126.4,154.5,28.1
2,Marketing,3065-9205,133.3,150.0,16.7
2,Gestão do Território,3065-9895,120.0,116.2,-3.8
2,Imagem Animada,3081-8337,149.0,152.5,3.5
2,Ciências da Comunicação,3081-9023,146.2,153.5,7.3
2,Design de Comunicação,3081-9070,122.4,138.5,16.1
2,Educação Social,3081-9084,139.8,133.5,-6.3
2,Desporto,3081-9563,145.6,132.0,-13.6
2,Educação Básica,3081-9853,142.6,95.0,-47.6
2,Gestão,3082-9147,136.1,146.5,10.4
2,Gestão (regime noturno),3082-9148,125.1,95.0,-30.1
2,Gestão Hoteleira,3082-9173,137.1,137.8,0.7
2,Marketing,3082-9205,144.6,147.2,2.6
2,Turismo,3082-9254,134.9,127.5,-7.4
2,Engenharia Civil,3083-9089,130.1,95.0,-35.1
2,Engenharia Mecânica,3083-9123,121.4,129.0,7.6
2,Engenharia Eletrotécnica e de Computadores,3083-L209,143.0,126.0,-17.0
2,Engenharia de Sistemas e Tecnologias Informáticas,3083-L269,123.7,113.0,-10.7
2,Gestão,3087-9147,137.1,135.2,-1.9
2,Gestão (regime noturno),3087-9148,115.7,95.0,-20.7
2,Turismo,3087-9254,126.5,115.0,-11.5
2,Comunicação Multimédia,3091-8339,128.9,113.5,-15.4
2,Animação Sociocultural,3091-9005,112.6,119.5,6.9
2,Desporto,3091-9563,136.4,131.5,-4.9
2,Comunicação e Relações Públicas,3091-9652,129.7,123.5,-6.2
2,Educação Básica,3091-9853,113.2,123.8,10.6
2,"Desporto, Condição Física e Saúde",3091-L034,134.1,128.5,-5.6
2,Contabilidade,3092-9056,116.4,113.8,-2.6
2,Engenharia Civil,3092-9089,,97.5,
2,Engenharia Informática,3092-9119,111.3,119.5,8.2
2,Engenharia Topográfica,3092-9128,,139.0,
2,Gestão,3092-9147,122.2,101.0,-21.2
2,Gestão de Recursos Humanos,3092-9157,130.5,123.0,-7.5
2,Marketing,3092-9205,133.2,139.5,6.3
2,Energia e Ambiente,3092-9855,114.6,114.5,-0.1
2,Mecânica e Informática Industrial,3092-L196,117.7,116.5,-1.2
2,Ciência de Dados e Inteligência Artificial,3092-L283,112.6,95.0,-17.6
2,Gestão Hoteleira,3095-9173,117.9,95.5,-22.4
2,Turismo e Lazer,3095-9255,115.4,116.0,0.6
2,Restauração e Catering,3095-9484,153.5,130.5,-23.0
2,Gestão do Turismo e da Hospitalidade,3095-L061,,127.5,
2,Serviço Social (regime pós-laboral),3101-8014,132.9,125.0,-7.9
2,Educação Social,3101-9084,137.8,96.5,-41.3
2,Serviço Social,3101-9238,138.1,141.0,2.9
2,Tradução e Interpretação: Português/Chinês - Chinês/Português,3101-9492,136.0,127.5,-8.5
2,Relações Humanas e Comunicação Organizacional,3101-9797,142.6,134.5,-8.1
2,Desporto e Bem-Estar,3101-9851,140.3,136.0,-4.3
2,Educação Básica,3101-9853,140.0,119.8,-20.2
2,Comunicação e Media,3101-L099,147.5,143.5,-4.0
2,Solicitadoria (regime pós-laboral),3102-8015,141.6,134.5,-7.1
2,Administração Pública,3102-9002,140.5,130.5,-10.0
2,Engenharia Civil,3102-9089,126.1,126.0,-0.1
2,Engenharia e Gestão Industrial,3102-9104,,124.5,
2,Engenharia Eletrotécnica e de Computadores,3102-9112,122.0,123.0,1.0
2,Engenharia Informática,3102-9119,151.3,142.5,-8.8
2,Engenharia Mecânica,3102-9123,123.9,95.0,-28.9
2,Gestão,3102-9147,142.4,143.8,1.4
2,Marketing,3102-9205,141.5,95.0,-46.5
2,Solicitadoria,3102-9242,147.0,139.0,-8.0
2,Contabilidade e Finanças,3102-9627,131.4,136.5,5.1
2,Engenharia da Energia e do Ambiente,3102-9648,118.8,139.0,20.2
2,Biomecânica,3102-9690,123.7,130.5,6.8
2,Engenharia Automóvel,3102-9741,126.5,130.0,3.5
2,Engenharia Informática (regime pós-laboral),3102-9885,146.4,138.0,-8.4
2,Engenharia Mecânica (regime pós-laboral),3102-9886,,98.5,
2,Gestão (regime pós-laboral),3102-9991,138.7,95.0,-43.7
2,Engenharia Eletrotécnica e de Computadores (regime noturno),3102-L266,,100.0,
2,Design Gráfico e Multimédia (regime pós-laboral),3103-8126,138.8,159.0,20.2
2,Design de Produto - Cerâmica e Vidro,3103-8525,139.8,151.5,11.7
2,Artes Plásticas,3103-9007,150.6,185.0,34.4
2,Design Industrial,3103-9074,146.4,141.0,-5.4
2,Teatro,3103-9243,145.1,160.5,15.4
2,Som e Imagem,3103-9457,133.4,131.5,-1.9
2,Design Gráfico e Multimédia,3103-9729,152.5,174.5,22.0
2,Programação e Produção Cultural,3103-L127,116.9,119.0,2.1
2,Design de Espaços,3103-L257,137.6,146.0,8.4
2,Gestão de Eventos,3105-8514,125.7,127.5,1.8
