Fase,Curso,Codigo,Nota_Real,Nota_Simulada,Erro
1,Geografia,1514-9143,134.5,132.5,-2.0
1,Arquitetura Paisagista,1515-8258,151.5,153.0,1.5
1,Engenharia Florestal e dos Recursos Naturais,1515-8377,117.0,118.0,1.0
1,Biologia,1515-9011,153.0,148.5,-4.5
1,Engenharia Agronómica,1515-9086,124.3,122.0,-2.3
1,Engenharia Alimentar,1515-9087,126.3,122.0,-4.3
1,Engenharia do Ambiente,1515-9099,136.8,136.5,-0.3
1,Engenharia Zootécnica,1515-9129,135.5,134.0,-1.5
1,Serviço Social (regime pós-laboral),1516-8014,141.5,141.5,0.0
1,Administração Pública (regime pós-laboral),1516-8102,137.0,137.5,0.5
1,Sociologia (regime pós-laboral),1516-8109,135.5,137.0,1.5
1,Gestão de Recursos Humanos (regime pós-laboral),1516-8111,145.0,143.5,-1.5
1,Administração Pública e Políticas do Território (regime pós-laboral),1516-8363,133.0,134.0,1.0
1,Relações Internacionais (regime pós-laboral),1516-8364,149.0,147.5,-1.5
1,Administração Pública,1516-9002,146.5,145.5,-1.0
1,Ciência Política,1516-9019,159.0,156.5,-2.5
1,Ciências da Comunicação,1516-9023,165.0,159.0,-6.0
1,Gestão de Recursos Humanos,1516-9157,155.5,150.0,-5.5
1,Relações Internacionais,1516-9229,164.5,157.0,-7.5
1,Serviço Social,1516-9238,149.5,148.5,-1.0
1,Sociologia,1516-9240,146.0,146.0,0.0
1,Antropologia,1516-9448,135.5,137.5,2.0
1,Economia,1517-9081,164.0,158.5,-5.5
1,Gestão,1517-9147,166.8,163.0,-3.8
1,Matemática Aplicada à Economia e à Gestão,1517-9210,182.5,199.5,17.0
1,Gestão (ensino em Inglês),1517-A001,172.0,173.0,1.0
1,Economia (ensino em Inglês),1517-A006,167.8,166.0,-1.8
1,Finanças (ensino em inglês),1517-A013,162.3,162.0,-0.3
1,Engenharia Civil,1518-9089,120.3,116.5,-3.8
1,Engenharia de Materiais,1518-9096,148.0,148.0,0.0
1,Engenharia do Ambiente,1518-9099,149.5,146.5,-3.0
1,Engenharia Informática e de Computadores,1518-9121,181.0,182.0,1.0
1,Engenharia Mecânica,1518-9123,174.3,177.5,3.2
1,Engenharia Química,1518-9125,159.0,152.5,-6.5
1,Arquitetura,1518-9257,163.3,159.2,-4.1
1,Matemática Aplicada e Computação,1518-9345,187.0,200.0,13.0
1,Engenharia Biomédica,1518-9455,178.5,200.0,21.5
1,Engenharia Biológica,1518-9474,170.5,170.5,0.0
1,Engenharia Naval e Oceânica,1518-L162,158.8,155.5,-3.3
1,Engenharia Eletrotécnica e de Computadores,1518-L209,131.8,126.5,-5.3
1,Engenharia Aeroespacial,1518-L221,188.5,200.0,11.5
1,Engenharia Física Tecnológica,1518-L233,187.8,200.0,12.2
1,Engenharia de Minas e Recursos Energéticos,1518-L239,124.8,125.5,0.7
1,Engenharia de Telecomunicações e Informática,1519-9098,136.8,133.5,-3.3
1,Engenharia e Gestão Industrial,1519-9104,173.3,165.0,-8.3
1,Engenharia Informática e de Computadores,1519-9121,172.0,167.5,-4.5
1,Engenharia Eletrónica,1519-9912,136.3,130.0,-6.3
1,Marketing (regime pós-laboral),3011-8005,141.1,141.0,-0.1
1,Contabilidade,3011-9056,141.3,136.0,-5.3
1,Finanças,3011-9140,157.0,159.0,2.0
1,Marketing,3011-9205,157.6,159.0,1.4
1,Contabilidade (regime pós-laboral),3011-9869,128.4,128.5,0.1
1,Finanças (regime pós-laboral),3011-9888,127.5,128.5,1.0
1,Gestão da Qualidade,3012-8405,125.8,125.5,-0.3
1,Secretariado e Comunicação Empresarial,3012-9235,134.5,132.8,-1.7
1,Gestão Comercial,3012-L021,143.6,142.5,-1.1
1,Gestão Pública,3012-L140,135.6,136.5,0.9
1,Eletrónica e Mecânica Industrial,3012-L194,130.0,128.5,-1.5
1,Enfermagem,3013-9500,152.8,150.5,-2.3
1,Fisioterapia,3013-9504,163.4,161.0,-2.4
1,Terapia da Fala,3013-9890,145.6,147.0,1.4
1,Imagem Médica e Radioterapia,3013-L066,146.0,139.5,-6.5
1,Design de Produto e Tecnologia,3014-L138,146.1,146.0,-0.1
1,Agronomia,3021-9003,104.0,105.5,1.5
1,Engenharia do Ambiente,3021-9099,,95.0,
1,Ciência e Tecnologia dos Alimentos,3021-9350,114.7,114.5,-0.2
1,Audiovisual e Multimédia,3022-9010,112.7,112.5,-0.2
1,Serviço Social,3022-9238,114.2,113.5,-0.7
1,Desporto,3022-9563,128.5,128.5,0.0
1,Educação Básica,3022-9853,115.0,113.5,-1.5
1,Engenharia Informática,3023-9119,112.2,113.0,0.8
1,Gestão de Empresas,3023-9152,122.5,120.5,-2.0
1,Solicitadoria,3023-9242,148.6,153.0,4.4
1,Turismo,3023-9254,114.5,113.0,-1.5
1,Gestão de Empresas (regime pós-laboral),3023-9994,106.0,107.0,1.0
1,Solicitadoria (regime pós-laboral),3031-8015,139.5,139.5,0.0
1,Contabilidade,3031-9056,151.4,150.5,-0.9
1,Finanças,3031-9140,148.0,147.8,-0.2
1,Gestão de Empresas,3031-9152,162.9,168.8,5.9
1,Solicitadoria,3031-9242,158.4,168.2,9.8
1,Fiscalidade,3031-9759,141.9,135.5,-6.4
1,Contabilidade (regime pós-laboral),3031-9869,134.4,132.0,-2.4
1,Fiscalidade (regime pós-laboral),3031-9990,134.4,136.5,2.1
1,Gestão de Empresas (regime pós-laboral),3031-9994,145.8,145.0,-0.8
1,Gestão Pública,3031-L140,143.8,143.8,0.0
1,Engenharia em Desenvolvimento de Jogos Digitais,3032-8311,137.3,134.0,-3.3
1,Engenharia de Sistemas Informáticos,3032-8409,144.1,142.5,-1.6
1,Engenharia de Sistemas Informáticos (regime pós-laboral),3032-8417,134.9,134.5,-0.4
1,Engenharia e Gestão Industrial,3032-9104,130.2,95.0,-35.2
1,Engenharia Eletrotécnica e de Computadores,3032-9112,123.1,120.5,-2.6
1,Engenharia Informática Médica,3032-L181,128.4,130.5,2.1
1,Design Industrial,3033-9074,138.9,136.5,-2.4
1,Design Gráfico,3033-9470,156.7,153.0,-3.7
1,Design Gráfico (regime pós-laboral),3033-9873,137.8,136.0,-1.8
1,Design Audiovisual,3033-L260,138.0,139.5,1.5
1,Gestão de Atividades Turísticas,3034-8156,133.3,128.8,-4.5
1,Gestão de Atividades Turísticas (regime pós-laboral),3034-8341,115.8,115.5,-0.3
1,Gestão Hoteleira,3034-9173,135.3,135.0,-0.3
1,Enfermagem Veterinária,3041-9085,134.2,127.0,-7.2
1,Engenharia Agronómica,3041-9086,,95.0,
1,Engenharia Alimentar,3041-9087,,96.5,
1,Engenharia do Ambiente,3041-9099,127.4,127.0,-0.4
1,Engenharia Zootécnica,3041-9129,,95.0,
1,Enologia,3041-9752,112.9,112.5,-0.4
1,Biologia e Biotecnologia,3041-L029,116.0,115.5,-0.5
1,Línguas Estrangeiras: Inglês e Espanhol,3042-8323,124.4,127.0,2.6
1,Línguas para Relações Internacionais,3042-8374,113.7,101.0,-12.7
1,Educação Ambiental,3042-9082,125.0,125.5,0.5
1,Educação Social,3042-9084,99.0,100.5,1.5
1,Desporto,3042-9563,120.7,119.0,-1.7
1,Educação Básica,3042-9853,115.8,112.8,-3.0
1,Arte e Design,3042-9898,115.5,111.0,-4.5
1,Animação e Produção Artística,3042-9933,119.9,121.0,1.1
1,Relações Lusófonas e Língua Portuguesa,3042-L088,122.7,121.5,-1.2
1,Música em Contextos Comunitários,3042-L175,,153.0,
1,Contabilidade,3043-9056,112.6,113.5,0.9
1,Engenharia Civil,3043-9089,122.3,115.5,-6.8
1,Engenharia e Gestão Industrial,3043-9104,,95.0,
1,Engenharia Eletrotécnica e de Computadores,3043-9112,,123.5,
1,Engenharia Informática,3043-9119,103.9,102.5,-1.4
1,Engenharia Mecânica,3043-9123,,95.0,
1,Engenharia Química,3043-9125,,96.5,
1,Gestão,3043-9147,129.9,126.0,-3.9
1,Informática de Gestão,3043-9186,124.0,119.0,-5.0
1,Engenharia de Energias Renováveis,3043-9910,,95.5,
1,"Gestão de Negócios Internacionais (Curso Europeu, ensino em Inglês)",3043-A004,109.0,96.5,-12.5
1,Tecnologia Biomédica,3043-L069,119.4,116.5,-2.9
1,Design de Jogos Digitais,3045-8309,98.3,101.0,2.7
1,Gestão e Administração Pública,3045-9165,95.0,98.8,3.8
1,Informática e Comunicações,3045-9188,146.0,143.0,-3.0
1,Marketing,3045-9205,129.3,129.5,0.2
1,Multimédia,3045-9213,111.4,99.5,-11.9
1,Solicitadoria,3045-9242,133.9,133.0,-0.9
1,Turismo,3045-9254,107.1,109.5,2.4
1,Engenharia de Proteção Civil,3051-8397,,96.5,
1,Agronomia,3051-9003,110.7,111.0,0.3
1,Enfermagem Veterinária,3051-9085,141.0,139.5,-1.5
1,Biotecnologia Alimentar,3051-L093,113.2,113.5,0.3
1,Serviço Social,3052-9238,118.6,105.2,-13.4
1,Secretariado,3052-9485,102.0,103.0,1.0
1,Desporto e Atividade Física,3052-9850,122.8,120.0,-2.8
1,Educação Básica,3052-9853,118.6,116.2,-2.4
1,Engenharia das Energias Renováveis,3053-8463,,97.0,
1,Engenharia Civil,3053-9089,,95.5,
1,Engenharia e Gestão Industrial,3053-9104,,97.0,
1,Engenharia Eletrotécnica e das Telecomunicações,3053-9111,,96.5,
1,Engenharia Informática,3053-9119,116.5,118.8,2.3
1,Informática e Multimédia,3053-L275,,128.0,
1,Gestão,3054-9147,115.8,115.0,-0.8
1,Solicitadoria,3054-9242,131.9,130.5,-1.4
1,Turismo,3054-9254,122.2,122.0,-0.2
1,Gestão Comercial,3054-L021,119.2,118.0,-1.2
1,Design de Interiores e Equipamento,3055-9725,147.0,149.0,2.0
1,Design de Moda e Têxtil,3055-9726,150.3,151.0,0.7
1,Design de Comunicação e Audiovisual,3055-L158,118.8,108.0,-10.8
1,Biotecnologia,3061-9016,143.7,143.5,-0.2
1,Enfermagem Veterinária,3061-9085,156.1,152.5,-3.6
1,Ciências Florestais e Recursos Naturais,3061-L009,116.0,116.5,0.5
1,Tecnologia Alimentar,3061-L015,111.6,113.0,1.4
1,Tecnologia e Gestão Ambiental,3061-L024,111.0,112.5,1.5
1,Turismo em Espaços Rurais e Naturais,3061-L178,109.0,108.5,-0.5
1,Animação Socioeducativa (regime pós-laboral),3062-8093,110.0,111.2,1.2
1,Turismo (regime pós-laboral),3062-8114,125.4,125.5,0.1
1,Comunicação Organizacional (regime pós-laboral),3062-8342,138.8,138.2,-0.6
1,Comunicação Social,3062-9054,153.0,153.0,0.0
1,Turismo,3062-9254,138.8,137.0,-1.8
1,Gerontologia Social,3062-9668,115.1,114.0,-1.1
1,Animação Socioeducativa,3062-9675,130.7,130.0,-0.7
1,Comunicação Organizacional,3062-9717,146.4,146.0,-0.4
1,Desporto e Lazer,3062-9731,136.5,135.5,-1.0
1,Língua Gestual Portuguesa,3062-9774,123.9,125.5,1.6
1,Educação Básica,3062-9853,144.7,144.0,-0.7
1,Comunicação e Design Multimédia,3062-9894,150.3,148.5,-1.8
1,Arte e Design,3062-9898,161.5,164.5,3.0
1,Gastronomia,3062-L095,132.3,133.5,1.2
1,Finanças e Contabilidade,3063-8029,147.8,145.5,-2.3
1,Secretariado de Direção e Administração,3063-8519,139.0,139.0,0.0
1,Contabilidade e Auditoria,3063-9061,140.3,138.5,-1.8
1,Gestão de Empresas,3063-9152,153.5,149.5,-4.0
1,Informática de Gestão,3063-9186,132.3,130.5,-1.8
1,Contabilidade e Gestão Pública,3063-9722,139.6,136.5,-3.1
1,Solicitadoria e Administração,3063-9801,147.9,148.0,0.1
1,Marketing e Negócios Internacionais,3063-L023,147.7,146.5,-1.2
1,Comércio e Relações Económicas Internacionais,3063-L056,145.0,144.0,-1.0
1,Engenharia Civil,3064-9089,123.7,120.5,-3.2
1,Engenharia e Gestão Industrial,3064-9104,142.1,140.5,-1.6
1,Engenharia Eletromecânica,3064-9105,132.5,130.5,-2.0
1,Engenharia Informática,3064-9119,146.1,145.5,-0.6
1,Engenharia Mecânica,3064-9123,123.9,123.5,-0.4
1,Engenharia Biomédica,3064-9455,125.7,125.0,-0.7
1,Bioengenharia,3064-9540,132.0,132.0,0.0
1,Engenharia Informática (Curso Europeu),3064-9770,136.0,130.5,-5.5
1,Engenharia Informática (regime pós-laboral),3064-9885,135.8,130.5,-5.3
1,Gestão Sustentável das Cidades,3064-L155,126.0,126.5,0.5
1,Engenharia Eletrotécnica e de Computadores,3064-L209,122.4,117.5,-4.9
1,Contabilidade e Administração,3065-9058,127.7,125.5,-2.2
1,Engenharia Informática,3065-9119,123.3,124.0,0.7
1,Gestão,3065-9147,146.3,147.0,0.7
1,Marketing,3065-9205,143.4,145.5,2.1
1,Gestão do Território,3065-9895,116.0,114.0,-2.0
1,Imagem Animada,3081-8337,145.1,147.0,1.9
1,Ciências da Comunicação,3081-9023,148.3,147.0,-1.3
1,Design de Comunicação,3081-9070,136.1,136.0,-0.1
1,Educação Social,3081-9084,132.7,133.0,0.3
1,Desporto,3081-9563,135.6,130.0,-5.6
1,Educação Básica,3081-9853,130.3,130.5,0.2
1,Gestão,3082-9147,142.3,139.8,-2.5
1,Gestão (regime noturno),3082-9148,126.5,125.8,-0.7
1,Gestão Hoteleira,3082-9173,134.8,133.2,-1.6
1,Marketing,3082-9205,144.3,142.8,-1.5
1,Turismo,3082-9254,129.8,126.5,-3.3
1,Engenharia Civil,3083-9089,134.3,131.0,-3.3
1,Engenharia Mecânica,3083-9123,126.5,126.0,-0.5
1,Engenharia Eletrotécnica e de Computadores,3083-L209,125.1,123.2,-1.9
1,Engenharia de Sistemas e Tecnologias Informáticas,3083-L269,113.5,112.5,-1.0
1,Gestão,3087-9147,135.7,135.0,-0.7
1,Gestão (regime noturno),3087-9148,116.5,114.0,-2.5
1,Turismo,3087-9254,111.3,111.2,-0.1
1,Comunicação Multimédia,3091-8339,110.0,112.0,2.0
1,Animação Sociocultural,3091-9005,115.8,116.5,0.7
1,Desporto,3091-9563,129.5,129.0,-0.5
1,Comunicação e Relações Públicas,3091-9652,122.1,123.5,1.4
1,Educação Básica,3091-9853,122.3,121.0,-1.3
1,"Desporto, Condição Física e Saúde",3091-L034,125.8,126.0,0.2
1,Contabilidade,3092-9056,115.8,114.8,-1.0
1,Engenharia Civil,3092-9089,,95.5,
1,Engenharia Informática,3092-9119,118.4,119.0,0.6
1,Engenharia Topográfica,3092-9128,,138.0,
1,Gestão,3092-9147,100.0,102.0,2.0
1,Gestão de Recursos Humanos,3092-9157,120.2,118.5,-1.7
1,Marketing,3092-9205,136.5,139.5,3.0
1,Energia e Ambiente,3092-9855,113.2,112.5,-0.7
1,Mecânica e Informática Industrial,3092-L196,115.2,107.5,-7.7
1,Ciência de Dados e Inteligência Artificial,3092-L283,121.2,119.5,-1.7
1,Gestão Hoteleira,3095-9173,116.3,104.5,-11.8
1,Turismo e Lazer,3095-9255,116.0,115.5,-0.5
1,Restauração e Catering,3095-9484,129.3,125.0,-4.3
1,Gestão do Turismo e da Hospitalidade,3095-L061,129.7,127.0,-2.7
1,Serviço Social (regime pós-laboral),3101-8014,122.2,123.0,0.8
1,Educação Social,3101-9084,127.2,120.5,-6.7
1,Serviço Social,3101-9238,138.9,137.0,-1.9
1,Tradução e Interpretação: Português/Chinês - Chinês/Português,3101-9492,130.3,128.0,-2.3
1,Relações Humanas e Comunicação Organizacional,3101-9797,133.4,133.0,-0.4
1,Desporto e Bem-Estar,3101-9851,134.3,130.0,-4.3
1,Educação Básica,3101-9853,118.3,116.8,-1.5
1,Comunicação e Media,3101-L099,143.9,143.0,-0.9
1,Solicitadoria (regime pós-laboral),3102-8015,130.5,133.0,2.5
1,Administração Pública,3102-9002,135.2,136.0,0.8
1,Engenharia Civil,3102-9089,126.1,123.0,-3.1
1,Engenharia e Gestão Industrial,3102-9104,124.3,122.5,-1.8
1,Engenharia Eletrotécnica e de Computadores,3102-9112,122.1,121.5,-0.6
1,Engenharia Informática,3102-9119,142.9,143.5,0.6
1,Engenharia Mecânica,3102-9123,123.1,124.5,1.4
1,Gestão,3102-9147,141.4,139.2,-2.2
1,Marketing,3102-9205,138.4,136.0,-2.4
1,Solicitadoria,3102-9242,140.2,138.0,-2.2
1,Contabilidade e Finanças,3102-9627,132.9,134.0,1.1
1,Engenharia da Energia e do Ambiente,3102-9648,135.8,136.5,0.7
1,Biomecânica,3102-9690,128.6,130.5,1.9
1,Engenharia Automóvel,3102-9741,119.4,119.0,-0.4
1,Engenharia Informática (regime pós-laboral),3102-9885,134.9,134.0,-0.9
1,Engenharia Mecânica (regime pós-laboral),3102-9886,,98.0,
1,Gestão (regime pós-laboral),3102-9991,130.9,126.5,-4.4
1,Engenharia Eletrotécnica e de Computadores (regime noturno),3102-L266,,100.0,
1,Design Gráfico e Multimédia (regime pós-laboral),3103-8126,147.6,150.0,2.4
1,Design de Produto - Cerâmica e Vidro,3103-8525,146.7,148.0,1.3
1,Artes Plásticas,3103-9007,155.1,162.0,6.9
1,Design Industrial,3103-9074,139.4,139.0,-0.4
1,Teatro,3103-9243,149.5,150.5,1.0
1,Som e Imagem,3103-9457,137.2,129.0,-8.2
1,Design Gráfico e Multimédia,3103-9729,157.1,152.0,-5.1
1,Programação e Produção Cultural,3103-L127,122.1,124.0,1.9
1,Design de Espaços,3103-L257,143.4,145.0,1.6
1,Gestão de Eventos,3105-8514,121.4,123.2,1.8
1,Biologia Marinha,3105-9013,138.5,132.5,-6.0
1,Biotecnologia,3105-9016,136.1,137.5,1.4
1,Engenharia Alimentar,3105-9087,,102.5,
1,Gestão Turística e Hoteleira,3105-9178,114.0,99.5,-14.5
1,Marketing Turístico,3105-9207,121.9,118.5,-3.4
1,Turismo,3105-9254,122.6,119.8,-2.8
1,Animação Turística,3105-9848,117.7,105.0,-12.7
1,Gestão da Restauração e Catering,3105-L131,115.6,106.2,-9.4
1,Artes Visuais e Tecnologias,3112-8307,152.5,149.5,-3.0
1,Animação Sociocultural,3112-9005,133.5,134.0,0.5
1,Educação Básica,3112-9853,144.3,137.0,-7.3
1,Educação Básica (regime pós-laboral),3112-9876,137.5,137.5,0.0
1,Mediação Artística e Cultural,3112-L134,138.5,140.0,1.5
1,Relações Públicas e Comunicação Empresarial (regime pós-laboral),3113-8438,149.0,148.8,-0.2
1,Publicidade e Marketing (regime pós-laboral),3113-8439,153.0,153.5,0.5
1,Audiovisual e Multimédia,3113-9010,154.0,153.0,-1.0
1,Jornalismo,3113-9191,159.0,158.5,-0.5
1,Publicidade e Marketing,3113-9222,162.5,160.0,-2.5
1,Relações Públicas e Comunicação Empresarial,3113-9231,156.5,156.0,-0.5
1,Solicitadoria (regime pós-laboral),3117-8015,142.0,142.2,0.2
1,Contabilidade e Administração,3117-9058,153.7,156.5,2.8
1,Gestão,3117-9147,162.6,158.5,-4.1
1,Solicitadoria,3117-9242,153.7,154.0,0.3
1,Finanças Empresariais,3117-9476,159.9,159.0,-0.9
1,Contabilidade e Administração (regime pós-laboral),3117-9870,140.0,142.5,2.5
1,Finanças Empresariais (regime pós-laboral),3117-9889,145.6,140.5,-5.1
1,Gestão (regime pós-laboral),3117-9991,151.2,149.5,-1.7
1,Comércio e Negócios Internacionais (regime pós-laboral),3117-L035,142.4,141.0,-1.4
1,Engenharia Civil,3118-9089,112.9,110.5,-2.4
1,Engenharia Eletrónica e Telecomunicações e de Computadores,3118-9108,108.8,104.0,-4.8
1,Engenharia Eletrotécnica,3118-9109,115.5,112.5,-3.0
1,Engenharia Informática e de Computadores,3118-9121,146.5,146.5,0.0
1,Engenharia Mecânica,3118-9123,130.3,130.5,0.2
1,Engenharia Química e Biológica,3118-9126,134.2,136.0,1.8
1,Engenharia Biomédica,3118-9455,152.4,151.5,-0.9
1,Engenharia Informática e Multimédia,3118-L052,138.5,136.5,-2.0
1,Tecnologias e Gestão Municipal,3118-L085,128.1,128.5,0.4
1,Matemática Aplicada à Tecnologia e à Empresa,3118-L117,142.2,142.5,0.3
1,"Engenharia Informática, Redes e Telecomunicações",3118-L119,141.8,140.0,-1.8
1,Engenharia Física Aplicada,3118-L213,131.8,125.5,-6.3
1,Serviço Social (regime pós-laboral),3121-8014,120.2,120.0,-0.2
1,Educação Social,3121-9084,110.1,111.0,0.9
1,Serviço Social,3121-9238,117.5,109.5,-8.0
1,Turismo,3121-9254,116.3,118.5,2.2
1,Jornalismo e Comunicação,3121-9773,130.3,130.5,0.2
1,Educação Básica,3121-9853,123.6,123.2,-0.4
1,Línguas e Culturas Estrangeiras,3131-8002,164.6,191.0,26.4
1,Artes Visuais e Tecnologias Artísticas,3131-8264,165.5,190.5,25.0
1,Educação Social,3131-9084,153.4,155.2,1.8
1,Desporto,3131-9563,156.5,164.0,7.5
1,Tradução e Interpretação em Língua Gestual Portuguesa,3131-9807,142.8,143.5,0.7
1,Educação Básica,3131-9853,160.8,176.5,15.7
1,Educação Musical,3131-9878,119.8,119.2,-0.6
1,Educação Social (regime pós-laboral),3131-9879,134.6,135.5,0.9
1,Gestão do Património Cultural,3131-L246,136.6,138.0,1.4
1,Tecnologias para a Educação STEAM,3131-L272,,117.0,
1,Marketing (regime pós-laboral),3134-8005,148.7,149.0,0.3
1,Assessoria e Tradução,3134-9009,160.3,161.0,0.7
1,Ciências e Tecnologias da Documentação e Informação,3134-9043,145.0,145.2,0.2
1,Comunicação Empresarial,3134-9053,161.7,157.5,-4.2
1,Contabilidade e Administração,3134-9058,156.1,150.5,-5.6
1,Marketing,3134-9205,166.1,186.0,19.9
1,Recursos Humanos,3134-9227,160.4,160.5,0.1
1,Comércio Internacional,3134-9716,169.8,195.5,25.7
1,Assessoria e Tradução (regime pós-laboral),3134-9829,146.1,146.5,0.4
1,Comércio Internacional (regime pós-laboral),3134-9866,143.7,142.5,-1.2
1,Comunicação Empresarial (regime pós-laboral),3134-9867,148.6,148.5,-0.1
1,Contabilidade e Administração (regime pós-laboral),3134-9870,129.5,126.5,-3.0
1,Criatividade e Inovação Empresarial,3134-L070,155.2,151.5,-3.7
1,Engenharia de Sistemas,3135-8316,135.3,132.0,-3.3
1,Engenharia Civil,3135-9089,131.1,127.5,-3.6
1,Engenharia de Telecomunicações e Informática,3135-9098,139.9,132.5,-7.4
1,Engenharia e Gestão Industrial,3135-9104,181.9,183.5,1.6
1,Engenharia Eletrotécnica - Sistemas Elétricos de Energia,3135-9110,132.9,128.0,-4.9
1,Engenharia Eletrotécnica e de Computadores,3135-9112,125.0,123.5,-1.5
1,Engenharia Geotécnica e Geoambiente,3135-9117,137.9,137.5,-0.4
1,Engenharia Informática,3135-9119,166.4,161.5,-4.9
1,Engenharia Mecânica,3135-9123,164.0,155.5,-8.5
1,Engenharia Química,3135-9125,162.8,160.0,-2.8
1,Engenharia Biomédica,3135-9455,177.3,172.0,-5.3
1,Engenharia Mecânica Automóvel,3135-9936,153.0,146.0,-7.0
1,Biorrecursos,3135-L089,153.8,152.0,-1.8
1,Solicitadoria (regime pós-laboral),3138-8015,139.9,139.5,-0.4
1,Ciências Empresariais (regime pós-laboral),3138-8097,143.4,142.0,-1.4
1,Sistemas de Informação para Gestão,3138-8288,120.1,121.0,0.9
1,Segurança Informática em Redes de Computadores,3138-8398,143.9,144.0,0.1
1,Ciências Empresariais,3138-9045,161.0,163.5,2.5
1,Engenharia Informática,3138-9119,151.4,147.5,-3.9
1,Solicitadoria,3138-9242,163.2,167.5,4.3
1,Gestão Industrial e Logística,3138-L030,154.8,157.5,2.7
1,Segurança do Trabalho e Ambiente,3138-L091,137.8,139.0,1.2
1,Gestão das Atividades Turísticas (regime pós-laboral),3139-8442,123.8,124.0,0.2
1,Gestão e Administração Hoteleira,3139-9164,157.8,154.5,-3.3
1,Gestão das Atividades Turísticas,3139-9921,145.3,143.0,-2.3
1,Gestão da Restauração e Catering,3139-L131,121.9,120.0,-1.9
1,Agronomia (regime pós-laboral),3141-8419,,101.0,
1,Agronomia,3141-9003,113.2,108.0,-5.2
1,Zootecnia,3141-L003,121.1,119.5,-1.6
1,Qualidade Alimentar e Nutrição Humana,3141-L080,109.1,110.0,0.9
1,Biologia e Biotecnologia Alimentar,3141-L259,119.7,119.5,-0.2
1,Educação Social,3142-9084,127.2,123.5,-3.7
1,Educação Básica,3142-9853,111.2,107.8,-3.4
1,Educação Ambiental e Turismo de Natureza,3142-L130,114.0,109.5,-4.5
1,Produção Multimédia em Educação,3142-L179,115.4,110.5,-4.9
1,Gestão de Empresas,3143-9152,132.9,130.0,-2.9
1,Gestão de Marketing,3143-9156,131.1,128.5,-2.6
1,Informática,3143-9185,118.1,115.0,-3.1
1,Contabilidade e Fiscalidade,3143-9498,106.0,106.5,0.5
1,Negócios Internacionais,3143-9785,123.4,120.5,-2.9
1,Gestão de Empresas (regime pós-laboral),3143-9994,120.8,119.5,-1.3
1,Desporto de Natureza e Turismo Ativo,3145-9730,125.4,126.8,1.4
1,Gestão das Organizações Desportivas,3145-9763,138.0,139.0,1.0
1,Treino Desportivo,3145-9808,126.4,123.0,-3.4
1,Atividade Física e Estilos de Vida Saudáveis,3145-L008,127.2,128.5,1.3
1,"Desporto, Condição Física e Saúde",3145-L034,129.2,122.5,-6.7
1,Animação Sociocultural,3151-9005,130.6,131.0,0.4
1,Comunicação Social,3151-9054,140.8,95.0,-45.8
1,Desporto,3151-9563,136.8,138.0,1.2
1,Tradução e Interpretação de Língua Gestual Portuguesa,3151-9633,135.6,136.0,0.4
1,Educação Básica,3151-9853,134.0,132.0,-2.0
1,Tecnologias de Energia,3152-8515,127.3,128.0,0.7
1,"Engenharia de Automação, Controlo e Instrumentação",3152-9092,,95.0,
1,Engenharia Eletrotécnica e de Computadores,3152-9112,121.9,122.0,0.1
1,Engenharia Informática,3152-9119,141.4,141.0,-0.4
1,Engenharia Mecânica,3152-9123,121.3,119.0,-2.3
1,Tecnologia e Gestão Industrial (regime noturno),3152-9862,118.8,115.5,-3.3
1,Tecnologia Biomédica,3152-L069,140.5,141.5,1.0
1,Tecnologias do Ambiente e do Mar,3152-L124,127.8,128.5,0.7
1,Gestão de Recursos Humanos (regime pós-laboral),3153-8111,130.1,130.5,0.4
1,Gestão de Recursos Humanos,3153-9157,145.4,145.0,-0.4
1,Marketing,3153-9205,148.0,148.0,0.0
1,Contabilidade e Finanças,3153-9627,144.1,142.5,-1.6
1,Contabilidade e Finanças (regime noturno),3153-9628,128.5,128.5,0.0
1,Gestão da Distribuição e da Logística,3153-9629,136.8,135.0,-1.8
1,Gestão de Sistemas de Informação,3153-9630,137.3,135.5,-1.8
1,Gestão da Distribuição e da Logística (regime pós-laboral),3153-9993,120.4,120.5,0.1
1,Biotecnologia,3154-9016,147.3,151.0,3.7
1,Engenharia Civil,3154-9089,,99.0,
1,Engenharia Civil (regime noturno),3154-9090,,103.0,
1,Bioinformática,3154-9687,118.5,119.5,1.0
1,Tecnologias do Petróleo,3154-L100,107.0,108.5,1.5
1,Enfermagem,3155-9500,153.2,153.5,0.3
1,Fisioterapia,3155-9504,161.4,164.5,3.1
1,Terapia da Fala,3155-9890,143.0,144.0,1.0
1,Agronomia,3161-9003,114.5,114.0,-0.5
1,Biotecnologia,3161-9016,136.1,138.0,1.9
1,Enfermagem Veterinária,3161-9085,152.5,152.5,0.0
1,Engenharia do Ambiente e Geoinformática,3161-L164,,99.0,
1,Educação Social Gerontológica,3162-9473,118.0,114.5,-3.5
1,Educação Básica,3162-9853,137.8,138.8,1.0
1,Artes Plásticas e Tecnologias Artísticas,3162-L122,135.0,133.0,-2.0
1,Engenharia da Computação Gráfica e Multimédia,3163-8407,128.2,126.0,-2.2
1,Engenharia Alimentar,3163-9087,,102.5,
1,Engenharia Informática,3163-9119,137.1,136.5,-0.6
1,Engenharia Mecânica,3163-9123,139.4,140.0,0.6
